period,biz_line_id,branch_id,product_type,customer_segment,actual_revenue,actual_direct_cost,actual_allocated_expense,actual_profit,actual_trade_volume,actual_commission_rate
2025-07,BROKERAGE,B002,FUND,RETAIL,6042218.3,1389710.21,2416887.32,2235620.77,22770234316.37,0.00026536
2025-07,BROKERAGE,B002,BOND,RETAIL,2843396.85,653981.27,1137358.74,1052056.83,13394255480.21,0.00021228
2025-07,BROKERAGE,B002,ETF,RETAIL,6042218.3,1389710.21,2416887.32,2235620.77,24991720591.13,0.00024177
2025-07,BROKERAGE,B002,STOCK,HNW,9202958.54,2116680.46,3681183.42,3405094.66,35862203027.76,0.00025662
2025-07,BROKERAGE,B002,FUND,HNW,2697418.88,620406.34,1078967.55,998044.99,11679261522.45,0.00023096
2025-07,BROKERAGE,B002,BOND,HNW,1269373.59,291955.93,507749.44,469668.23,6870153836.74,0.00018477
2025-07,BROKERAGE,B002,ETF,HNW,2697418.88,620406.34,1078967.55,998044.99,12818701670.98,0.00021043
2025-07,BROKERAGE,B002,STOCK,INSTITUTION,6493122.12,1493418.09,2597248.85,2402455.18,32362052012.25,0.00020064
2025-07,BROKERAGE,B002,FUND,INSTITUTION,1903156.48,437725.99,761262.59,704167.9,10539365597.86,0.00018058
2025-07,BROKERAGE,B002,BOND,INSTITUTION,895603.05,205988.7,358241.22,331373.13,6199626822.27,0.00014446
2025-07,BROKERAGE,B002,ETF,INSTITUTION,1903156.48,437725.99,761262.59,704167.9,11567596387.9,0.00016452
2025-07,BROKERAGE,B003,STOCK,RETAIL,11353825.39,2611379.84,2724918.09,6017527.46,32019984421.64,0.00035459
2025-07,BROKERAGE,B003,FUND,RETAIL,3327845.37,765404.44,798682.89,1763758.05,10427964275.25,0.00031913
2025-07,BROKERAGE,B003,BOND,RETAIL,1566044.88,360190.32,375850.77,830003.79,6134096632.5,0.0002553
2025-07,BROKERAGE,B003,ETF,RETAIL,3327845.37,765404.44,798682.89,1763758.05,11445326643.56,0.00029076
2025-07,BROKERAGE,B003,STOCK,HNW,5068672.05,1165794.57,1216481.29,2686396.19,16423624228.42,0.00030862
2025-07,BROKERAGE,B003,FUND,HNW,1485645.26,341698.41,356554.86,787391.99,5348689882.82,0.00027776
2025-07,BROKERAGE,B003,BOND,HNW,699127.18,160799.25,167790.52,370537.4,3146288166.36,0.00022221
2025-07,BROKERAGE,B003,ETF,HNW,1485645.26,341698.41,356554.86,787391.99,5870513286.02,0.00025307
2025-07,BROKERAGE,B003,STOCK,INSTITUTION,3389927.87,779683.41,813582.69,1796661.77,14820678503.73,0.00022873
2025-07,BROKERAGE,B003,FUND,INSTITUTION,993599.55,228527.9,238463.89,526607.76,4826657750.26,0.00020586
2025-07,BROKERAGE,B003,BOND,INSTITUTION,467576.26,107542.54,112218.3,247815.42,2839210441.33,0.00016469
2025-07,BROKERAGE,B003,ETF,INSTITUTION,993599.55,228527.9,238463.89,526607.76,5297551189.31,0.00018756
2025-07,BROKERAGE,B004,STOCK,RETAIL,8733711.84,2008753.72,2096090.84,4628867.27,23399219385.04,0.00037325
2025-07,BROKERAGE,B004,FUND,RETAIL,2559881.06,588772.64,614371.45,1356736.96,7620435431.91,0.00033592
2025-07,BROKERAGE,B004,BOND,RETAIL,1204649.91,277069.48,289115.98,638464.45,4482609077.59,0.00026874
2025-07,BROKERAGE,B004,ETF,RETAIL,2559881.06,588772.64,614371.45,1356736.96,8363892547.22,0.00030606
2025-07,BROKERAGE,B004,STOCK,HNW,3898978.5,896765.05,935754.84,2066458.6,12001879243.85,0.00032486
2025-07,BROKERAGE,B004,FUND,HNW,1142804.04,262844.93,274272.97,605686.14,3908657991.29,0.00029238
2025-07,BROKERAGE,B004,BOND,HNW,537790.14,123691.73,129069.63,285028.77,2299210583.11,0.0002339
2025-07,BROKERAGE,B004,ETF,HNW,1142804.04,262844.93,274272.97,605686.14,4289990478.25,0.00026639
2025-07,BROKERAGE,B004,STOCK,INSTITUTION,2607636.82,599756.47,625832.84,1382047.51,10830495829.65,0.00024077
2025-07,BROKERAGE,B004,FUND,INSTITUTION,764307.34,175790.69,183433.76,405082.89,3527172971.34,0.00021669
2025-07,BROKERAGE,B004,BOND,INSTITUTION,359674.04,82725.03,86321.77,190627.24,2074807630.2,0.00017335
2025-07,BROKERAGE,B004,ETF,INSTITUTION,764307.34,175790.69,183433.76,405082.89,3871287407.57,0.00019743
2025-07,BROKERAGE,B005,STOCK,RETAIL,7860340.65,1807878.35,1886481.76,4165980.55,21059297446.54,0.00037325
2025-07,BROKERAGE,B005,FUND,RETAIL,2303892.95,529895.38,552934.31,1221063.26,6858391888.72,0.00033592
2025-07,BROKERAGE,B005,BOND,RETAIL,1084184.92,249362.53,260204.38,574618.01,4034348169.83,0.00026874
2025-07,BROKERAGE,B005,ETF,RETAIL,2303892.95,529895.38,552934.31,1221063.26,7527503292.5,0.00030606
2025-07,BROKERAGE,B005,STOCK,HNW,3509080.65,807088.55,842179.36,1859812.74,10801691319.46,0.00032486
2025-07,BROKERAGE,B005,FUND,HNW,1028523.64,236560.44,246845.67,545117.53,3517792192.16,0.00029238
2025-07,BROKERAGE,B005,BOND,HNW,484011.12,111322.56,116162.67,256525.9,2069289524.8,0.0002339
2025-07,BROKERAGE,B005,ETF,HNW,1028523.64,236560.44,246845.67,545117.53,3860991430.42,0.00026639
2025-07,BROKERAGE,B005,STOCK,INSTITUTION,2346873.14,539780.82,563249.55,1243842.76,9747446246.68,0.00024077
2025-07,BROKERAGE,B005,FUND,INSTITUTION,687876.61,158211.62,165090.39,364574.6,3174455674.21,0.00021669
2025-07,BROKERAGE,B005,BOND,INSTITUTION,323706.64,74452.53,77689.59,171564.52,1867326867.18,0.00017335
2025-07,BROKERAGE,B005,ETF,INSTITUTION,687876.61,158211.62,165090.39,364574.6,3484158666.81,0.00019743
2025-07,BROKERAGE,B006,STOCK,RETAIL,6986969.47,1607002.98,2096090.84,3283875.65,18719375508.03,0.00037325
2025-07,BROKERAGE,B006,FUND,RETAIL,2047904.84,471018.11,614371.45,962515.28,6096348345.53,0.00033592
2025-07,BROKERAGE,B006,BOND,RETAIL,963719.93,221655.58,289115.98,452948.37,3586087262.08,0.00026874
2025-07,BROKERAGE,B006,ETF,RETAIL,2047904.84,471018.11,614371.45,962515.28,6691114037.77,0.00030606
2025-07,BROKERAGE,B006,STOCK,HNW,3119182.8,717412.04,935754.84,1466015.92,9601503395.08,0.00032486
2025-07,BROKERAGE,B006,FUND,HNW,914243.23,210275.94,274272.97,429694.32,3126926393.03,0.00029238
2025-07,BROKERAGE,B006,BOND,HNW,430232.11,98953.39,129069.63,202209.09,1839368466.49,0.0002339
2025-07,BROKERAGE,B006,ETF,HNW,914243.23,210275.94,274272.97,429694.32,3431992382.6,0.00026639
2025-07,BROKERAGE,B006,STOCK,INSTITUTION,2086109.46,479805.17,625832.84,980471.44,8664396663.72,0.00024077
2025-07,BROKERAGE,B006,FUND,INSTITUTION,611445.88,140632.55,183433.76,287379.56,2821738377.07,0.00021669
2025-07,BROKERAGE,B006,BOND,INSTITUTION,287739.24,66180.02,86321.77,135237.44,1659846104.16,0.00017335
2025-07,BROKERAGE,B006,ETF,INSTITUTION,611445.88,140632.55,183433.76,287379.56,3097029926.06,0.00019743
2025-07,BROKERAGE,B007,STOCK,RETAIL,9607083.02,2209629.09,2305699.92,5091754.0,25739141323.55,0.00037325
2025-07,BROKERAGE,B007,FUND,RETAIL,2815869.16,647649.91,675808.6,1492410.66,8382478975.1,0.00033592
2025-07,BROKERAGE,B007,BOND,RETAIL,1325114.9,304776.43,318027.58,702310.9,4930869985.35,0.00026874
2025-07,BROKERAGE,B007,ETF,RETAIL,2815869.16,647649.91,675808.6,1492410.66,9200281801.94,0.00030606
2025-07,BROKERAGE,B007,STOCK,HNW,4288876.35,986441.56,1029330.32,2273104.46,13202067168.23,0.00032486
2025-07,BROKERAGE,B007,FUND,HNW,1257084.45,289129.42,301700.27,666254.76,4299523790.42,0.00029238
2025-07,BROKERAGE,B007,BOND,HNW,591569.15,136060.9,141976.6,313531.65,2529131641.42,0.0002339
2025-07,BROKERAGE,B007,ETF,HNW,1257084.45,289129.42,301700.27,666254.76,4718989526.07,0.00026639
2025-07,BROKERAGE,B007,STOCK,INSTITUTION,2868400.5,659732.12,688416.12,1520252.27,11913545412.61,0.00024077
2025-07,BROKERAGE,B007,FUND,INSTITUTION,840738.08,193369.76,201777.14,445591.18,3879890268.48,0.00021669
2025-07,BROKERAGE,B007,BOND,INSTITUTION,395641.45,90997.53,94953.95,209689.97,2282288393.22,0.00017335
2025-07,BROKERAGE,B007,ETF,INSTITUTION,840738.08,193369.76,201777.14,445591.18,4258416148.33,0.00019743
2025-07,BROKERAGE,B008,STOCK,RETAIL,6113598.29,1406127.61,1467263.59,3240207.09,16379453569.53,0.00037325
2025-07,BROKERAGE,B008,FUND,RETAIL,1791916.74,412140.85,430060.02,949715.87,5334304802.34,0.00033592
2025-07,BROKERAGE,B008,BOND,RETAIL,843254.94,193948.64,202381.18,446925.12,3137826354.32,0.00026874
2025-07,BROKERAGE,B008,ETF,RETAIL,1791916.74,412140.85,430060.02,949715.87,5854724783.05,0.00030606
2025-07,BROKERAGE,B008,STOCK,HNW,2729284.95,627735.54,655028.39,1446521.02,8401315470.69,0.00032486
2025-07,BROKERAGE,B008,FUND,HNW,799962.83,183991.45,191991.08,423980.3,2736060593.9,0.00029238
2025-07,BROKERAGE,B008,BOND,HNW,376453.1,86584.21,90348.74,199520.14,1609447408.18,0.0002339
2025-07,BROKERAGE,B008,ETF,HNW,799962.83,183991.45,191991.08,423980.3,3002993334.77,0.00026639
2025-07,BROKERAGE,B008,STOCK,INSTITUTION,1825345.77,419829.53,438082.99,967433.26,7581347080.75,0.00024077
2025-07,BROKERAGE,B008,FUND,INSTITUTION,535015.14,123053.48,128403.63,283558.02,2469021079.94,0.00021669
2025-07,BROKERAGE,B008,BOND,INSTITUTION,251771.83,57907.52,60425.24,133439.07,1452365341.14,0.00017335
2025-07,BROKERAGE,B008,ETF,INSTITUTION,535015.14,123053.48,128403.63,283558.02,2709901185.3,0.00019743
2025-07,BROKERAGE,B009,STOCK,RETAIL,4366855.92,1004376.86,1310056.78,2052422.28,11699609692.52,0.00037325
2025-07,BROKERAGE,B009,FUND,RETAIL,1279940.53,294386.32,383982.16,601572.05,3810217715.96,0.00033592
2025-07,BROKERAGE,B009,BOND,RETAIL,602324.95,138534.74,180697.49,283092.73,2241304538.8,0.00026874
2025-07,BROKERAGE,B009,ETF,RETAIL,1279940.53,294386.32,383982.16,601572.05,4181946273.61,0.00030606
2025-07,BROKERAGE,B009,STOCK,HNW,1949489.25,448382.53,584846.77,916259.95,6000939621.92,0.00032486
2025-07,BROKERAGE,B009,FUND,HNW,571402.02,131422.46,171420.61,268558.95,1954328995.65,0.00029238
2025-07,BROKERAGE,B009,BOND,HNW,268895.07,61845.87,80668.52,126380.68,1149605291.56,0.0002339
2025-07,BROKERAGE,B009,ETF,HNW,571402.02,131422.46,171420.61,268558.95,2144995239.12,0.00026639
2025-07,BROKERAGE,B009,STOCK,INSTITUTION,1303818.41,299878.23,391145.52,612794.65,5415247914.82,0.00024077
2025-07,BROKERAGE,B009,FUND,INSTITUTION,382153.67,87895.34,114646.1,179612.23,1763586485.67,0.00021669
2025-07,BROKERAGE,B009,BOND,INSTITUTION,179837.02,41362.52,53951.11,84523.4,1037403815.1,0.00017335
2025-07,BROKERAGE,B009,ETF,INSTITUTION,382153.67,87895.34,114646.1,179612.23,1935643703.78,0.00019743
2025-07,IB,B001,IB_PROJECT,INSTITUTION,4603326.93,1749264.23,1012731.92,1841330.77,0.0,0.0
2025-07,IB,B002,IB_PROJECT,INSTITUTION,6751546.16,2565587.54,2565587.54,1620371.08,0.0,0.0
2025-07,IB,B003,IB_PROJECT,INSTITUTION,3989550.0,1516029.0,877701.0,1595820.0,0.0,0.0
2025-07,IB,B004,IB_PROJECT,INSTITUTION,3068884.62,1166176.15,675154.62,1227553.85,0.0,0.0
2025-07,IB,B005,IB_PROJECT,INSTITUTION,2761996.16,1049558.54,607639.15,1104798.46,0.0,0.0
2025-07,IB,B006,IB_PROJECT,INSTITUTION,2455107.69,932940.92,540123.69,982043.08,0.0,0.0
2025-07,IB,B007,IB_PROJECT,INSTITUTION,3375773.08,1282793.77,742670.08,1350309.23,0.0,0.0
2025-07,IB,B008,IB_PROJECT,INSTITUTION,2148219.23,816323.31,472608.23,859287.69,0.0,0.0
2025-07,IB,B009,IB_PROJECT,INSTITUTION,1534442.31,583088.08,337577.31,613776.92,0.0,0.0
2025-07,ASSET_MGMT,B001,ASSET_MGMT_PLAN,HNW,5092086.05,1476704.95,1222100.65,2393280.44,0.0,0.0
2025-07,ASSET_MGMT,B002,ASSET_MGMT_PLAN,HNW,7468392.87,2165833.93,2987357.15,2315201.79,0.0,0.0
2025-07,ASSET_MGMT,B003,ASSET_MGMT_PLAN,HNW,4413141.24,1279810.96,1059153.9,2074176.38,0.0,0.0
2025-07,ASSET_MGMT,B004,ASSET_MGMT_PLAN,HNW,3394724.03,984469.97,814733.77,1595520.3,0.0,0.0
2025-07,ASSET_MGMT,B005,ASSET_MGMT_PLAN,HNW,3055251.63,886022.97,733260.39,1435968.27,0.0,0.0
2025-07,ASSET_MGMT,B006,ASSET_MGMT_PLAN,HNW,2715779.23,787575.98,651787.01,1276416.24,0.0,0.0
2025-07,ASSET_MGMT,B007,ASSET_MGMT_PLAN,HNW,3734196.44,1082916.97,896207.14,1755072.32,0.0,0.0
2025-07,ASSET_MGMT,B008,ASSET_MGMT_PLAN,HNW,2376306.82,689128.98,570313.64,1116864.21,0.0,0.0
2025-07,ASSET_MGMT,B009,ASSET_MGMT_PLAN,HNW,1697362.02,492234.98,407366.88,797760.15,0.0,0.0
2025-07,PROPRIETARY,B001,PROPRIETARY_BOOK,INSTITUTION,25146382.22,2011710.58,2514638.22,20620033.42,0.0,0.0
2025-07,PROPRIETARY,B002,PROPRIETARY_BOOK,INSTITUTION,36881360.58,2950508.85,9589153.75,24341697.98,0.0,0.0
2025-07,PROPRIETARY,B003,PROPRIETARY_BOOK,INSTITUTION,21793531.25,1743482.5,2179353.13,17870695.63,0.0,0.0
2025-07,PROPRIETARY,B004,PROPRIETARY_BOOK,INSTITUTION,16764254.81,1341140.38,1676425.48,13746688.94,0.0,0.0
2025-07,PROPRIETARY,B005,PROPRIETARY_BOOK,INSTITUTION,15087829.33,1207026.35,1508782.93,12372020.05,0.0,0.0
2025-07,PROPRIETARY,B006,PROPRIETARY_BOOK,INSTITUTION,13411403.85,1072912.31,1341140.38,10997351.16,0.0,0.0
2025-07,PROPRIETARY,B007,PROPRIETARY_BOOK,INSTITUTION,18440680.29,1475254.42,1844068.03,15121357.84,0.0,0.0
2025-07,PROPRIETARY,B008,PROPRIETARY_BOOK,INSTITUTION,11734978.37,938798.27,1173497.84,9622682.26,0.0,0.0
2025-07,PROPRIETARY,B009,PROPRIETARY_BOOK,INSTITUTION,8382127.41,670570.19,838212.74,6873344.47,0.0,0.0
2025-07,MARGIN,B001,MARGIN_FINANCING,HNW,22494299.64,4048973.93,4048973.93,14396351.77,284018934809.58,7.92e-05
2025-07,MARGIN,B002,MARGIN_FINANCING,HNW,32991639.47,5938495.1,11217157.42,15835986.94,416561104387.39,7.92e-05
2025-07,MARGIN,B003,MARGIN_FINANCING,HNW,19495059.69,3509110.74,3509110.74,12476838.2,246149743501.64,7.92e-05
2025-07,MARGIN,B004,MARGIN_FINANCING,HNW,14996199.76,2699315.96,2699315.96,9597567.85,189345956539.72,7.92e-05
2025-07,MARGIN,B005,MARGIN_FINANCING,HNW,13496579.78,2429384.36,2429384.36,8637811.06,170411360885.75,7.92e-05
2025-07,MARGIN,B006,MARGIN_FINANCING,HNW,11996959.81,2159452.77,2159452.77,7678054.28,151476765231.78,7.92e-05
2025-07,MARGIN,B007,MARGIN_FINANCING,HNW,16495819.73,2969247.55,2969247.55,10557324.63,208280552193.7,7.92e-05
2025-07,MARGIN,B008,MARGIN_FINANCING,HNW,10497339.83,1889521.17,1889521.17,6718297.49,132542169577.81,7.92e-05
2025-07,MARGIN,B009,MARGIN_FINANCING,HNW,7498099.88,1349657.98,1349657.98,4798783.92,94672978269.86,7.92e-05
2025-07,WEALTH,B001,WEALTH_PRODUCT,HNW,7915626.23,3324563.02,2691312.92,1899750.3,0.0,0.0
2025-07,WEALTH,B002,WEALTH_PRODUCT,HNW,11609585.14,4876025.76,5804792.57,928766.81,0.0,0.0
2025-07,WEALTH,B003,WEALTH_PRODUCT,HNW,5488167.52,2305030.36,1865976.96,1317160.2,0.0,0.0
2025-07,WEALTH,B004,WEALTH_PRODUCT,HNW,4221667.32,1773100.28,1435366.89,1013200.16,0.0,0.0
2025-07,WEALTH,B005,WEALTH_PRODUCT,HNW,4749375.74,1994737.81,1614787.75,1139850.18,0.0,0.0
2025-07,WEALTH,B006,WEALTH_PRODUCT,HNW,3377333.86,1418480.22,1148293.51,810560.13,0.0,0.0
2025-07,WEALTH,B007,WEALTH_PRODUCT,HNW,4643834.06,1950410.3,1578903.58,1114520.17,0.0,0.0
2025-07,WEALTH,B008,WEALTH_PRODUCT,HNW,2955167.13,1241170.19,1004756.82,709240.11,0.0,0.0
2025-07,WEALTH,B009,WEALTH_PRODUCT,HNW,2110833.66,886550.14,717683.44,506600.08,0.0,0.0
2025-07,HQ,B001,HQ_SERVICE,INSTITUTION,8662500.0,5630625.0,6237000.0,-3205125.0,0.0,0.0
2025-07,HQ,B002,HQ_SERVICE,INSTITUTION,12705000.0,8258250.0,11180400.0,-6733650.0,0.0,0.0
2025-07,HQ,B003,HQ_SERVICE,INSTITUTION,7507500.0,4879875.0,5405400.0,-2777775.0,0.0,0.0
2025-07,HQ,B004,HQ_SERVICE,INSTITUTION,5775000.0,3753750.0,4158000.0,-2136750.0,0.0,0.0
2025-07,HQ,B005,HQ_SERVICE,INSTITUTION,5197500.0,3378375.0,3742200.0,-1923075.0,0.0,0.0
2025-07,HQ,B006,HQ_SERVICE,INSTITUTION,4620000.0,3003000.0,3326400.0,-1709400.0,0.0,0.0
2025-07,HQ,B007,HQ_SERVICE,INSTITUTION,6352500.0,4129125.0,4573800.0,-2350425.0,0.0,0.0
2025-07,HQ,B008,HQ_SERVICE,INSTITUTION,4042500.0,2627625.0,2910600.0,-1495725.0,0.0,0.0
2025-07,HQ,B009,HQ_SERVICE,INSTITUTION,2887500.0,1876875.0,2079000.0,-1068375.0,0.0,0.0
2025-08,BROKERAGE,B001,STOCK,RETAIL,13440842.24,3091393.72,3225802.14,7123646.39,36010486975.68,0.00037325
2025-08,BROKERAGE,B001,FUND,RETAIL,3939557.21,906098.16,945493.73,2087965.32,11727553229.63,0.00033592
2025-08,BROKERAGE,B001,BOND,RETAIL,1853909.27,426399.13,444938.23,982571.92,6898560723.31,0.00026874
2025-08,BROKERAGE,B001,ETF,RETAIL,3939557.21,906098.16,945493.73,2087965.32,12871704764.23,0.00030606
2025-08,BROKERAGE,B001,STOCK,HNW,6000376.0,1380086.48,1440090.24,3180199.28,18470424550.6,0.00032486
2025-08,BROKERAGE,B001,FUND,HNW,1758730.9,404508.11,422095.42,932127.38,6015272363.22,0.00029238
2025-08,BROKERAGE,B001,BOND,HNW,827638.07,190356.76,198633.14,438648.18,3538395507.78,0.0002339
2025-08,BROKERAGE,B001,ETF,HNW,1758730.9,404508.11,422095.42,932127.38,6602128203.54,0.00026639
2025-08,BROKERAGE,B001,STOCK,INSTITUTION,4013051.47,923001.84,963132.35,2126917.28,16667711114.46,0.00024077
2025-08,BROKERAGE,B001,FUND,INSTITUTION,1176239.22,270535.02,282297.41,623406.79,5428181780.57,0.00021669
2025-08,BROKERAGE,B001,BOND,INSTITUTION,553524.34,127310.6,132845.84,293367.9,3193048106.22,0.00017335
2025-08,BROKERAGE,B001,ETF,INSTITUTION,1176239.22,270535.02,282297.41,623406.79,5957760490.87,0.00019743
2025-08,BROKERAGE,B002,STOCK,RETAIL,21150071.99,4864516.56,8460028.8,7825526.64,71734065908.19,0.00029484
2025-08,BROKERAGE,B002,FUND,RETAIL,6199159.03,1425806.58,2479663.61,2293688.84,23361668973.93,0.00026536
2025-08,BROKERAGE,B002,BOND,RETAIL,2917251.31,670967.8,1166900.52,1079382.98,13742158219.96,0.00021228
2025-08,BROKERAGE,B002,ETF,RETAIL,6199159.03,1425806.58,2479663.61,2293688.84,25640856190.9,0.00024177
2025-08,BROKERAGE,B002,STOCK,HNW,9441996.43,2171659.18,3776798.57,3493538.68,36793688820.69,0.00025662
2025-08,BROKERAGE,B002,FUND,HNW,2767481.71,636520.79,1106992.68,1023968.23,11982618964.59,0.00023096
2025-08,BROKERAGE,B002,BOND,HNW,1302344.33,299539.2,520937.73,481867.4,7048599390.94,0.00018477
2025-08,BROKERAGE,B002,ETF,HNW,2767481.71,636520.79,1106992.68,1023968.23,13151654961.14,0.00021043
2025-08,BROKERAGE,B002,STOCK,INSTITUTION,6661774.64,1532208.17,2664709.86,2464856.62,33202624791.79,0.00020064
2025-08,BROKERAGE,B002,FUND,INSTITUTION,1952589.12,449095.5,781035.65,722457.97,10813115353.65,0.00018058
2025-08,BROKERAGE,B002,BOND,INSTITUTION,918865.47,211339.06,367546.19,339980.22,6360656090.38,0.00014446
2025-08,BROKERAGE,B002,ETF,INSTITUTION,1952589.12,449095.5,781035.65,722457.97,11868053436.93,0.00016452
2025-08,BROKERAGE,B003,STOCK,RETAIL,11648729.94,2679207.89,2795695.19,6173826.87,32851672328.69,0.00035459
2025-08,BROKERAGE,B003,FUND,RETAIL,3414282.91,785285.07,819427.9,1809569.94,10698820490.19,0.00031913
2025-08,BROKERAGE,B003,BOND,RETAIL,1606721.37,369545.92,385613.13,851562.33,6293423817.76,0.0002553
2025-08,BROKERAGE,B003,ETF,RETAIL,3414282.91,785285.07,819427.9,1809569.94,11742607855.08,0.00029076
2025-08,BROKERAGE,B003,STOCK,HNW,5200325.87,1196074.95,1248078.21,2756172.71,16850211870.72,0.00030862
2025-08,BROKERAGE,B003,FUND,HNW,1524233.44,350573.69,365816.03,807843.73,5487616892.76,0.00027776
2025-08,BROKERAGE,B003,BOND,HNW,717286.33,164975.86,172148.72,380161.75,3228009936.92,0.00022221
2025-08,BROKERAGE,B003,ETF,HNW,1524233.44,350573.69,365816.03,807843.73,6022994150.59,0.00025307
2025-08,BROKERAGE,B003,STOCK,INSTITUTION,3477977.94,799934.93,834714.71,1843328.31,15205631192.14,0.00022873
2025-08,BROKERAGE,B003,FUND,INSTITUTION,1019407.33,234463.69,244657.76,540285.88,4952025484.03,0.00020586
2025-08,BROKERAGE,B003,BOND,INSTITUTION,479721.1,110335.85,115133.06,254252.18,2912956167.08,0.00016469
2025-08,BROKERAGE,B003,ETF,INSTITUTION,1019407.33,234463.69,244657.76,540285.88,5435149921.5,0.00018756
2025-08,BROKERAGE,B004,STOCK,RETAIL,8960561.5,2060929.14,2150534.76,4749097.59,24006991317.12,0.00037325
2025-08,BROKERAGE,B004,FUND,RETAIL,2626371.47,604065.44,630329.15,1391976.88,7818368819.75,0.00033592
2025-08,BROKERAGE,B004,BOND,RETAIL,1235939.52,284266.09,296625.48,655047.94,4599040482.21,0.00026874
2025-08,BROKERAGE,B004,ETF,RETAIL,2626371.47,604065.44,630329.15,1391976.88,8581136509.48,0.00030606
2025-08,BROKERAGE,B004,STOCK,HNW,4000250.67,920057.65,960060.16,2120132.85,12313616367.06,0.00032486
2025-08,BROKERAGE,B004,FUND,HNW,1172487.26,269672.07,281396.94,621418.25,4010181575.48,0.00029238
2025-08,BROKERAGE,B004,BOND,HNW,551758.71,126904.5,132422.09,292432.12,2358930338.52,0.0002339
2025-08,BROKERAGE,B004,ETF,HNW,1172487.26,269672.07,281396.94,621418.25,4401418802.36,0.00026639
2025-08,BROKERAGE,B004,STOCK,INSTITUTION,2675367.65,615334.56,642088.24,1417944.85,11111807409.64,0.00024077
2025-08,BROKERAGE,B004,FUND,INSTITUTION,784159.48,180356.68,188198.28,415604.53,3618787853.71,0.00021669
2025-08,BROKERAGE,B004,BOND,INSTITUTION,369016.23,84873.73,88563.89,195578.6,2128698737.48,0.00017335
2025-08,BROKERAGE,B004,ETF,INSTITUTION,784159.48,180356.68,188198.28,415604.53,3971840327.25,0.00019743
2025-08,BROKERAGE,B005,STOCK,RETAIL,8064505.35,1854836.23,1935481.28,4274187.83,21606292185.41,0.00037325
2025-08,BROKERAGE,B005,FUND,RETAIL,2363734.33,543658.89,567296.24,1252779.19,7036531937.78,0.00033592
2025-08,BROKERAGE,B005,BOND,RETAIL,1112345.56,255839.48,266962.94,589543.15,4139136433.99,0.00026874
2025-08,BROKERAGE,B005,ETF,RETAIL,2363734.33,543658.89,567296.24,1252779.19,7723022858.54,0.00030606
2025-08,BROKERAGE,B005,STOCK,HNW,3600225.6,828051.89,864054.14,1908119.57,11082254730.36,0.00032486
2025-08,BROKERAGE,B005,FUND,HNW,1055238.54,242704.86,253257.25,559276.43,3609163417.93,0.00029238
2025-08,BROKERAGE,B005,BOND,HNW,496582.84,114214.05,119179.88,263188.91,2123037304.67,0.0002339
2025-08,BROKERAGE,B005,ETF,HNW,1055238.54,242704.86,253257.25,559276.43,3961276922.12,0.00026639
2025-08,BROKERAGE,B005,STOCK,INSTITUTION,2407830.88,553801.1,577879.41,1276150.37,10000626668.68,0.00024077
2025-08,BROKERAGE,B005,FUND,INSTITUTION,705743.53,162321.01,169378.45,374044.07,3256909068.34,0.00021669
2025-08,BROKERAGE,B005,BOND,INSTITUTION,332114.6,76386.36,79707.51,176020.74,1915828863.73,0.00017335
2025-08,BROKERAGE,B005,ETF,INSTITUTION,705743.53,162321.01,169378.45,374044.07,3574656294.52,0.00019743
2025-08,BROKERAGE,B006,STOCK,RETAIL,7168449.2,1648743.32,2150534.76,3369171.12,19205593053.7,0.00037325
2025-08,BROKERAGE,B006,FUND,RETAIL,2101097.18,483252.35,630329.15,987515.67,6254695055.8,0.00033592
2025-08,BROKERAGE,B006,BOND,RETAIL,988751.61,227412.87,296625.48,464713.26,3679232385.77,0.00026874
2025-08,BROKERAGE,B006,ETF,RETAIL,2101097.18,483252.35,630329.15,987515.67,6864909207.59,0.00030606
2025-08,BROKERAGE,B006,STOCK,HNW,3200200.53,736046.12,960060.16,1504094.25,9850893093.65,0.00032486
2025-08,BROKERAGE,B006,FUND,HNW,937989.81,215737.66,281396.94,440855.21,3208145260.38,0.00029238
2025-08,BROKERAGE,B006,BOND,HNW,441406.97,101523.6,132422.09,207461.28,1887144270.81,0.0002339
2025-08,BROKERAGE,B006,ETF,HNW,937989.81,215737.66,281396.94,440855.21,3521135041.89,0.00026639
2025-08,BROKERAGE,B006,STOCK,INSTITUTION,2140294.12,492267.65,642088.24,1005938.24,8889445927.71,0.00024077
2025-08,BROKERAGE,B006,FUND,INSTITUTION,627327.59,144285.34,188198.28,294843.97,2895030282.97,0.00021669
2025-08,BROKERAGE,B006,BOND,INSTITUTION,295212.98,67898.99,88563.89,138750.1,1702958989.98,0.00017335
2025-08,BROKERAGE,B006,ETF,INSTITUTION,627327.59,144285.34,188198.28,294843.97,3177472261.8,0.00019743
2025-08,BROKERAGE,B007,STOCK,RETAIL,9856617.64,2267022.06,2365588.23,5224007.35,26407690448.83,0.00037325
2025-08,BROKERAGE,B007,FUND,RETAIL,2889008.62,664471.98,693362.07,1531174.57,8600205701.73,0.00033592
2025-08,BROKERAGE,B007,BOND,RETAIL,1359533.47,312692.7,326288.03,720552.74,5058944530.43,0.00026874
2025-08,BROKERAGE,B007,ETF,RETAIL,2889008.62,664471.98,693362.07,1531174.57,9439250160.43,0.00030606
