period,branch_id,branch_name,customer_segment,product_type,budget_revenue,actual_revenue,budget_trade_volume,actual_trade_volume,budget_commission_rate,actual_commission_rate,total_variance,volume_effect,rate_effect,mix_effect,explanation
2025-06,B005,杭州营业部,HNW,ETF,1322992.63,1145097.75,4767747170.3,4298600848.75,0.00027749,0.00026639,-177894.88,-130183.41,-47714.47,3.0,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B005,杭州营业部,INSTITUTION,STOCK,3430442.06,2612870.57,12538165417.32,10852233542.65,0.0002736,0.00024077,-817571.49,-461270.96,-356278.83,-21.7,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B005,杭州营业部,INSTITUTION,FUND,1005474.4,765841.37,4083310576.52,3534252303.16,0.00024624,0.00021669,-239633.03,-135200.11,-104437.16,4.23,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B005,杭州营业部,INSTITUTION,BOND,473164.42,360395.94,2401947397.95,2078971943.04,0.00019699,0.00017335,-112768.48,-63622.93,-49146.9,1.35,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B005,杭州营业部,INSTITUTION,ETF,1005474.4,765841.37,4481682340.09,3879057405.91,0.00022435,0.00019743,-239633.03,-135198.9,-104424.23,-9.9,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B006,成都营业部,RETAIL,STOCK,8987356.97,7778881.0,23115630069.8,20841052070.93,0.0003888,0.00037325,-1208475.97,-884355.93,-324078.36,-41.68,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B006,成都营业部,RETAIL,FUND,2634225.32,2280016.85,7528078758.36,6787315808.54,0.00034992,0.00033592,-354208.47,-259207.77,-95022.42,21.72,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B006,成都营业部,RETAIL,BOND,1239635.44,1072949.1,4428281622.57,3992538710.91,0.00027994,0.00026874,-166686.34,-121981.87,-44716.43,11.96,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B006,成都营业部,RETAIL,ETF,2634225.32,2280016.85,8262525466.5,7449492960.59,0.00031882,0.00030606,-354208.47,-259211.02,-95055.53,58.08,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B006,成都营业部,HNW,STOCK,4012212.93,3472714.73,11856421198.41,10689749352.49,0.0003384,0.00032486,-539498.2,-394801.75,-144739.21,42.76,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B006,成都营业部,HNW,FUND,1175993.45,1017864.66,3861286597.18,3481335996.02,0.00030456,0.00029238,-158128.79,-115717.76,-42402.67,-8.36,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B006,成都营业部,HNW,BOND,553408.68,478995.14,2271345057.17,2047844703.54,0.00024365,0.0002339,-74413.54,-54455.86,-19966.49,8.81,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B006,成都营业部,HNW,ETF,1175993.45,1017864.66,4237997484.71,3820978532.22,0.00027749,0.00026639,-158128.79,-115718.59,-42412.86,2.66,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B006,成都营业部,INSTITUTION,STOCK,3049281.83,2322551.61,11145035926.51,9646429815.69,0.0002736,0.00024077,-726730.22,-410018.63,-316692.29,-19.3,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B006,成都营业部,INSTITUTION,FUND,893755.02,680747.89,3629609401.35,3141557602.81,0.00024624,0.00021669,-213007.13,-120177.87,-92833.03,3.77,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B006,成都营业部,INSTITUTION,BOND,420590.6,320351.95,2135064353.74,1847975060.48,0.00019699,0.00017335,-100238.65,-56553.72,-43686.13,1.2,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B006,成都营业部,INSTITUTION,ETF,893755.02,680747.89,3983717635.63,3448051027.47,0.00022435,0.00019743,-213007.13,-120176.8,-92821.53,-8.79,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B007,武汉营业部,RETAIL,STOCK,12357615.84,10695961.38,31783991345.97,28656446597.53,0.0003888,0.00037325,-1661654.46,-1215989.4,-445607.74,-57.32,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B007,武汉营业部,RETAIL,FUND,3622059.81,3135023.16,10351108292.75,9332559236.74,0.00034992,0.00033592,-487036.65,-356410.69,-130655.83,29.86,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B007,武汉营业部,RETAIL,BOND,1704498.74,1475305.02,6088887231.03,5489740727.5,0.00027994,0.00026874,-229193.72,-167725.07,-61485.1,16.45,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B007,武汉营业部,RETAIL,ETF,3622059.81,3135023.16,11360972516.43,10243052820.81,0.00031882,0.00030606,-487036.65,-356415.16,-130701.35,79.86,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B007,武汉营业部,HNW,STOCK,5516792.78,4774982.76,16302579147.82,14698405359.67,0.0003384,0.00032486,-741810.02,-542852.41,-199016.41,58.8,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B007,武汉营业部,HNW,FUND,1616990.99,1399563.91,5309269071.13,4786836994.53,0.00030456,0.00029238,-217427.08,-159111.91,-58303.67,-11.49,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B007,武汉营业部,HNW,BOND,760936.94,658618.31,3123099453.61,2815786467.37,0.00024365,0.0002339,-102318.63,-74876.81,-27453.92,12.1,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B007,武汉营业部,HNW,ETF,1616990.99,1399563.91,5827246541.48,5253845481.8,0.00027749,0.00026639,-217427.08,-159113.06,-58317.68,3.66,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B007,武汉营业部,INSTITUTION,STOCK,4192762.52,3193508.47,15324424398.95,13263840996.57,0.0002736,0.00024077,-999254.05,-563775.62,-435451.9,-26.53,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B007,武汉营业部,INSTITUTION,FUND,1228913.15,936028.34,4990712926.86,4319641703.86,0.00024624,0.00021669,-292884.81,-165244.58,-127645.41,5.18,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B007,武汉营业部,INSTITUTION,BOND,578312.07,440483.93,2935713486.39,2540965708.15,0.00019699,0.00017335,-137828.14,-77761.36,-60068.43,1.65,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B007,武汉营业部,INSTITUTION,ETF,1228913.15,936028.34,5477611748.99,4741070162.78,0.00022435,0.00019743,-292884.81,-165243.1,-127629.61,-12.1,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B008,南京营业部,RETAIL,STOCK,7863937.35,6806520.88,20226176311.07,18235920562.06,0.0003888,0.00037325,-1057416.47,-773811.44,-283568.56,-36.47,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B008,南京营业部,RETAIL,FUND,2304947.15,1995014.74,6587068913.57,5938901332.47,0.00034992,0.00033592,-309932.41,-226806.8,-83144.62,19.01,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B008,南京营业部,RETAIL,BOND,1084681.01,938830.47,3874746419.75,3493471372.04,0.00027994,0.00026874,-145850.54,-106734.14,-39126.88,10.48,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B008,南京营业部,RETAIL,ETF,2304947.15,1995014.74,7229709783.18,6518306340.52,0.00031882,0.00030606,-309932.41,-226809.65,-83173.59,50.82,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B008,南京营业部,HNW,STOCK,3510686.32,3038625.39,10374368548.61,9353530683.43,0.0003384,0.00032486,-472060.93,-345451.53,-126646.81,37.41,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B008,南京营业部,HNW,FUND,1028994.27,890631.58,3378625772.54,3046168996.52,0.00030456,0.00029238,-138362.69,-101253.04,-37102.34,-7.32,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B008,南京营业部,HNW,BOND,484232.6,419120.74,1987426925.02,1791864115.6,0.00024365,0.0002339,-65111.86,-47648.88,-17470.68,7.69,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B008,南京营业部,HNW,ETF,1028994.27,890631.58,3708247799.13,3343356215.69,0.00027749,0.00026639,-138362.69,-101253.77,-37111.25,2.33,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B008,南京营业部,INSTITUTION,STOCK,2668121.6,2032232.66,9751906435.7,8440626088.73,0.0002736,0.00024077,-635888.94,-358766.3,-277105.75,-16.88,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B008,南京营业部,INSTITUTION,FUND,782035.64,595654.4,3175908226.18,2748862902.46,0.00024624,0.00021669,-186381.24,-105155.64,-81228.9,3.3,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B008,南京营业部,INSTITUTION,BOND,368016.77,280307.95,1868181309.52,1616978177.92,0.00019699,0.00017335,-87708.82,-49484.5,-38225.36,1.05,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B008,南京营业部,INSTITUTION,ETF,782035.64,595654.4,3485752931.18,3017044649.04,0.00022435,0.00019743,-186381.24,-105154.7,-81218.84,-7.69,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B009,重庆营业部,RETAIL,STOCK,5617098.11,4861800.63,14447268793.62,13025657544.33,0.0003888,0.00037325,-755297.48,-552722.45,-202548.97,-26.05,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B009,重庆营业部,RETAIL,FUND,1646390.82,1425010.53,4705049223.98,4242072380.34,0.00034992,0.00033592,-221380.29,-162004.86,-59389.01,13.58,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B009,重庆营业部,RETAIL,BOND,774772.15,670593.19,2767676014.1,2495336694.32,0.00027994,0.00026874,-104178.96,-76238.67,-27947.77,7.48,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B009,重庆营业部,RETAIL,ETF,1646390.82,1425010.53,5164078416.56,4655933100.37,0.00031882,0.00030606,-221380.29,-162006.89,-59409.71,36.31,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B009,重庆营业部,HNW,STOCK,2507633.08,2170446.71,7410263249.01,6681093345.31,0.0003384,0.00032486,-337186.37,-246751.1,-90462.0,26.73,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B009,重庆营业部,HNW,FUND,734995.9,636165.41,2413304123.24,2175834997.51,0.00030456,0.00029238,-98830.49,-72323.6,-26501.67,-5.22,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B009,重庆营业部,HNW,BOND,345880.43,299371.96,1419590660.73,1279902939.71,0.00024365,0.0002339,-46508.47,-34034.91,-12479.05,5.5,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B009,重庆营业部,HNW,ETF,734995.9,636165.41,2648748427.95,2388111582.64,0.00027749,0.00026639,-98830.49,-72324.12,-26508.04,1.67,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B009,重庆营业部,INSTITUTION,STOCK,1905801.14,1451594.76,6965647454.07,6029018634.8,0.0002736,0.00024077,-454206.38,-256261.64,-197932.68,-12.05,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B009,重庆营业部,INSTITUTION,FUND,558596.89,425467.43,2268505875.85,1963473501.76,0.00024624,0.00021669,-133129.46,-75111.17,-58020.64,2.35,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B009,重庆营业部,INSTITUTION,BOND,262869.12,200219.97,1334415221.09,1154984412.8,0.00019699,0.00017335,-62649.15,-35346.07,-27303.83,0.76,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-06,B009,重庆营业部,INSTITUTION,ETF,558596.89,425467.43,2489823522.27,2155031892.17,0.00022435,0.00019743,-133129.46,-75110.5,-58013.46,-5.5,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B001,深圳营业部,RETAIL,STOCK,15823776.37,13100567.76,40699013308.86,35098829077.56,0.0003888,0.00037325,-2723208.61,-2177351.63,-545786.79,-70.19,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B001,深圳营业部,RETAIL,FUND,4638003.42,3839821.58,13254467935.84,11430653147.87,0.00034992,0.00033592,-798181.84,-638189.27,-160029.14,36.57,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B001,深圳营业部,RETAIL,BOND,2182589.84,1806974.86,7796745844.61,6723913616.39,0.00027994,0.00026874,-375614.98,-300328.65,-75307.83,21.51,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B001,深圳营业部,RETAIL,ETF,4638003.42,3839821.58,14547586758.85,12545838820.83,0.00031882,0.00030606,-798181.84,-638197.28,-160084.9,100.34,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B001,深圳营业部,HNW,STOCK,7064185.88,5848467.75,20875253786.84,18002818865.77,0.0003384,0.00032486,-1215718.13,-972031.98,-243758.17,72.01,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B001,深圳营业部,HNW,FUND,2070537.24,1714206.06,6798454298.4,5862986986.94,0.00030456,0.00029238,-356331.18,-284905.92,-71411.18,-14.07,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B001,深圳营业部,HNW,BOND,974370.47,806685.21,3999090763.76,3448815874.67,0.00024365,0.0002339,-167685.26,-134074.48,-33625.95,15.17,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B001,深圳营业部,HNW,ETF,2070537.24,1714206.06,7461718132.39,6434985717.37,0.00027749,0.00026639,-356331.18,-284907.98,-71428.34,5.14,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B001,深圳营业部,INSTITUTION,STOCK,5368781.27,3911455.23,19622738559.63,16245743744.47,0.0002736,0.00024077,-1457326.04,-923945.78,-533347.77,-32.49,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B001,深圳营业部,INSTITUTION,FUND,1573608.3,1146461.02,6390547040.49,5290759457.01,0.00024624,0.00021669,-427147.28,-270811.69,-156341.94,6.36,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B001,深圳营业部,INSTITUTION,BOND,740521.55,539511.07,3759145317.94,3112211445.3,0.00019699,0.00017335,-201010.48,-127439.5,-73572.68,1.7,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B001,深圳营业部,INSTITUTION,ETF,1573608.3,1146461.02,7014015044.44,5806931111.35,0.00022435,0.00019743,-427147.28,-270809.28,-156322.59,-15.41,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B002,上海营业部,RETAIL,STOCK,27385682.31,20614627.13,84523710839.85,69918013606.72,0.000324,0.00029484,-6771055.18,-4732245.9,-2038809.28,0.0,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B002,上海营业部,RETAIL,FUND,8026837.92,6042218.3,27526879009.15,22770234316.37,0.0002916,0.00026536,-1984619.62,-1387037.59,-597490.95,-91.08,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B002,上海营业部,RETAIL,BOND,3777335.49,2843396.85,16192281770.09,13394255480.21,0.00023328,0.00021228,-933938.64,-652723.57,-281279.37,64.3,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B002,上海营业部,RETAIL,ETF,8026837.92,6042218.3,30212428180.77,24991720591.13,0.00026568,0.00024177,-1984619.62,-1387037.59,-597552.04,-29.99,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B002,上海营业部,HNW,STOCK,12225751.03,9202958.54,43353727064.51,35862203027.76,0.000282,0.00025662,-3022792.49,-2112609.78,-910182.71,0.0,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B002,上海营业部,HNW,FUND,3583409.79,2697418.88,14119029886.91,11679261522.45,0.0002538,0.00023096,-885990.91,-619213.21,-266754.33,-23.37,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B002,上海营业部,HNW,BOND,1686310.49,1269373.59,8305311698.18,6870153836.74,0.00020304,0.00018477,-416936.9,-291394.45,-125517.71,-24.74,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B002,上海营业部,HNW,ETF,3583409.79,2697418.88,15496496217.34,12818701670.98,0.00023124,0.00021043,-885990.91,-619213.21,-266757.18,-20.52,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B002,上海营业部,INSTITUTION,STOCK,9291570.78,6493122.12,40752503440.64,32362052012.25,0.000228,0.00020064,-2798448.66,-1913022.93,-885425.74,0.01,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B002,上海营业部,INSTITUTION,FUND,2723391.44,1903156.48,13271888093.7,10539365597.86,0.0002052,0.00018058,-820234.96,-560713.62,-259479.18,-42.16,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B002,上海营业部,INSTITUTION,BOND,1281595.97,895603.05,7806992996.29,6199626822.27,0.00016416,0.00014446,-385992.92,-263865.23,-122132.65,4.96,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B002,上海营业部,INSTITUTION,ETF,2723391.44,1903156.48,14566706444.3,11567596387.9,0.00018696,0.00016452,-820234.96,-560713.62,-259576.86,55.52,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B003,北京营业部,RETAIL,STOCK,13713939.52,11353825.39,37128924422.12,32019984421.64,0.00036936,0.00035459,-2360114.13,-1887038.08,-472935.17,-140.88,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B003,北京营业部,RETAIL,FUND,4019602.96,3327845.37,12091795309.89,10427964275.25,0.00033242,0.00031913,-691757.59,-553090.71,-138587.65,-79.23,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B003,北京营业部,RETAIL,BOND,1891577.87,1566044.88,7112820770.52,6134096632.5,0.00026594,0.0002553,-325532.99,-260281.9,-65266.79,15.7,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B003,北京营业部,RETAIL,ETF,4019602.96,3327845.37,13271482657.19,11445326643.56,0.00030288,0.00029076,-691757.59,-553106.13,-138717.36,65.9,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B003,北京营业部,HNW,STOCK,6122294.43,5068672.05,19044091173.96,16423624228.42,0.00032148,0.00030862,-1053622.38,-842427.71,-211207.81,13.14,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B003,北京营业部,HNW,FUND,1794465.61,1485645.26,6202098658.19,5348689882.82,0.00028933,0.00027776,-308820.35,-246916.76,-61884.34,-19.25,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B003,北京营业部,HNW,BOND,844454.4,699127.18,3648293328.34,3146288166.36,0.00023147,0.00022221,-145327.22,-116199.13,-29134.63,6.54,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B003,北京营业部,HNW,ETF,1794465.61,1485645.26,6807181454.11,5870513286.02,0.00026361,0.00025307,-308820.35,-246915.1,-61875.21,-30.04,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B003,北京营业部,INSTITUTION,STOCK,4652943.77,3389927.87,17901445703.52,14820678503.73,0.00025992,0.00022873,-1263015.9,-800753.01,-462256.96,-5.93,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B003,北京营业部,INSTITUTION,FUND,1363793.86,993599.55,5829972738.7,4826657750.26,0.00023393,0.00020586,-370194.31,-234705.48,-135484.28,-4.55,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B003,北京营业部,INSTITUTION,BOND,641785.35,467576.26,3429395728.64,2839210441.33,0.00018714,0.00016469,-174209.09,-110447.27,-63740.27,-21.54,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B003,北京营业部,INSTITUTION,ETF,1363793.86,993599.55,6398750566.86,5297551189.31,0.00021313,0.00018756,-370194.31,-234698.62,-135458.38,-37.3,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B004,广州营业部,RETAIL,STOCK,10549184.25,8733711.84,27132675539.24,23399219385.04,0.0003888,0.00037325,-1815472.41,-1451567.75,-363857.86,-46.8,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B004,广州营业部,RETAIL,FUND,3092002.28,2559881.06,8836311957.22,7620435431.91,0.00034992,0.00033592,-532121.22,-425459.51,-106686.1,24.39,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B004,广州营业部,RETAIL,BOND,1455059.9,1204649.91,5197830563.07,4482609077.59,0.00027994,0.00026874,-250409.99,-200219.1,-50205.22,14.33,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B004,广州营业部,RETAIL,ETF,3092002.28,2559881.06,9698391172.56,8363892547.22,0.00031882,0.00030606,-532121.22,-425464.85,-106723.27,66.9,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B004,广州营业部,HNW,STOCK,4709457.25,3898978.5,13916835857.89,12001879243.85,0.0003384,0.00032486,-810478.75,-648021.32,-162505.44,48.01,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B004,广州营业部,HNW,FUND,1380358.16,1142804.04,4532302865.6,3908657991.29,0.00030456,0.00029238,-237554.12,-189937.28,-47607.45,-9.38,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B004,广州营业部,HNW,BOND,649580.31,537790.14,2666060509.18,2299210583.11,0.00024365,0.0002339,-111790.17,-89382.98,-22417.3,10.12,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B004,广州营业部,HNW,ETF,1380358.16,1142804.04,4974478754.92,4289990478.25,0.00027749,0.00026639,-237554.12,-189938.65,-47618.89,3.43,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B004,广州营业部,INSTITUTION,STOCK,3579187.51,2607636.82,13081825706.42,10830495829.65,0.0002736,0.00024077,-971550.69,-615963.85,-355565.18,-21.66,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B004,广州营业部,INSTITUTION,FUND,1049072.2,764307.34,4260364693.66,3527172971.34,0.00024624,0.00021669,-284764.86,-180541.13,-104227.96,4.23,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B004,广州营业部,INSTITUTION,BOND,493681.04,359674.04,2506096878.62,2074807630.2,0.00019699,0.00017335,-134007.0,-84959.67,-49048.45,1.12,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B004,广州营业部,INSTITUTION,ETF,1049072.2,764307.34,4676010029.63,3871287407.57,0.00022435,0.00019743,-284764.86,-180539.52,-104215.06,-10.28,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B005,杭州营业部,RETAIL,STOCK,9494265.82,7860340.65,24419407985.32,21059297446.54,0.0003888,0.00037325,-1633925.17,-1306410.98,-327472.08,-42.12,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B005,杭州营业部,RETAIL,FUND,2782802.05,2303892.95,7952680761.5,6858391888.72,0.00034992,0.00033592,-478909.1,-382913.56,-96017.49,21.95,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B005,杭州营业部,RETAIL,BOND,1309553.91,1084184.92,4678047506.77,4034348169.83,0.00027994,0.00026874,-225368.99,-180197.19,-45184.7,12.9,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B005,杭州营业部,RETAIL,ETF,2782802.05,2303892.95,8728552055.31,7527503292.5,0.00031882,0.00030606,-478909.1,-382918.37,-96050.94,60.21,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B005,杭州营业部,HNW,STOCK,4238511.53,3509080.65,12525152272.1,10801691319.46,0.0003384,0.00032486,-729430.88,-583219.19,-146254.9,43.21,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-07,B005,杭州营业部,HNW,FUND,1242322.34,1028523.64,4079072579.04,3517792192.16,0.00030456,0.00029238,-213798.7,-170943.55,-42846.71,-8.44,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
