period,biz_line_id,branch_id,product_type,customer_segment,budget_revenue,budget_direct_cost,budget_allocated_expense,budget_profit,budget_trade_volume,budget_commission_rate
2025-07,WEALTH,B009,WEALTH_PRODUCT,HNW,1851608.47,555482.54,481418.2,814707.73,0.0,0.0
2025-07,HQ,B001,HQ_SERVICE,INSTITUTION,8316000.0,5405400.0,5987520.0,-3076920.0,0.0,0.0
2025-07,HQ,B002,HQ_SERVICE,INSTITUTION,12196800.0,7927920.0,8781696.0,-4512816.0,0.0,0.0
2025-07,HQ,B003,HQ_SERVICE,INSTITUTION,7207200.0,4684680.0,5189184.0,-2666664.0,0.0,0.0
2025-07,HQ,B004,HQ_SERVICE,INSTITUTION,5544000.0,3603600.0,3991680.0,-2051280.0,0.0,0.0
2025-07,HQ,B005,HQ_SERVICE,INSTITUTION,4989600.0,3243240.0,3592512.0,-1846152.0,0.0,0.0
2025-07,HQ,B006,HQ_SERVICE,INSTITUTION,4435200.0,2882880.0,3193344.0,-1641024.0,0.0,0.0
2025-07,HQ,B007,HQ_SERVICE,INSTITUTION,6098400.0,3963960.0,4390848.0,-2256408.0,0.0,0.0
2025-07,HQ,B008,HQ_SERVICE,INSTITUTION,3880800.0,2522520.0,2794176.0,-1435896.0,0.0,0.0
2025-07,HQ,B009,HQ_SERVICE,INSTITUTION,2772000.0,1801800.0,1995840.0,-1025640.0,0.0,0.0
2025-08,BROKERAGE,B001,STOCK,RETAIL,49983939.51,11496306.09,11996145.48,26491487.94,138844276418.34,0.00036
2025-08,BROKERAGE,B002,STOCK,RETAIL,86505537.98,19896273.74,20761329.12,45847935.13,288351793265.61,0.0003
2025-08,BROKERAGE,B003,STOCK,RETAIL,43319414.24,9963465.28,10396659.42,22959289.55,126664953925.51,0.000342
2025-08,BROKERAGE,B004,STOCK,RETAIL,33322626.34,7664204.06,7997430.32,17660991.96,92562850945.56,0.00036
2025-08,BROKERAGE,B005,STOCK,RETAIL,29990363.71,6897783.65,7197687.29,15894892.76,83306565851.01,0.00036
2025-08,BROKERAGE,B006,STOCK,RETAIL,26658101.07,6131363.25,6397944.26,14128793.57,74050280756.45,0.00036
2025-08,BROKERAGE,B007,STOCK,RETAIL,36654888.97,8430624.46,8797173.35,19427091.16,101819136040.12,0.00036
2025-08,BROKERAGE,B008,STOCK,RETAIL,23325838.44,5364942.84,5598201.23,12362694.37,64793995661.89,0.00036
2025-08,BROKERAGE,B009,STOCK,RETAIL,16661313.17,3832102.03,3998715.16,8830495.98,46281425472.78,0.00036
2025-08,IB,B001,IB_PROJECT,INSTITUTION,4864580.68,1848540.66,1070207.75,1945832.27,0.0,0.0
2025-08,IB,B002,IB_PROJECT,INSTITUTION,7134718.33,2711192.96,1569638.03,2853887.33,0.0,0.0
2025-08,IB,B003,IB_PROJECT,INSTITUTION,4215969.92,1602068.57,927513.38,1686387.97,0.0,0.0
2025-08,IB,B004,IB_PROJECT,INSTITUTION,3243053.78,1232360.44,713471.83,1297221.51,0.0,0.0
2025-08,IB,B005,IB_PROJECT,INSTITUTION,2918748.41,1109124.39,642124.65,1167499.36,0.0,0.0
2025-08,IB,B006,IB_PROJECT,INSTITUTION,2594443.03,985888.35,570777.47,1037777.21,0.0,0.0
2025-08,IB,B007,IB_PROJECT,INSTITUTION,3567359.16,1355596.48,784819.02,1426943.67,0.0,0.0
2025-08,IB,B008,IB_PROJECT,INSTITUTION,2270137.65,862652.31,499430.28,908055.06,0.0,0.0
2025-08,IB,B009,IB_PROJECT,INSTITUTION,1621526.89,616180.22,356735.92,648610.76,0.0,0.0
2025-08,ASSET_MGMT,B001,ASSET_MGMT_PLAN,HNW,5119861.06,1484759.71,1228766.66,2406334.7,0.0,0.0
2025-08,ASSET_MGMT,B002,ASSET_MGMT_PLAN,HNW,7509129.56,2177647.57,1802191.09,3529290.89,0.0,0.0
2025-08,ASSET_MGMT,B003,ASSET_MGMT_PLAN,HNW,4437212.92,1286791.75,1064931.1,2085490.07,0.0,0.0
2025-08,ASSET_MGMT,B004,ASSET_MGMT_PLAN,HNW,3413240.71,989839.81,819177.77,1604223.13,0.0,0.0
2025-08,ASSET_MGMT,B005,ASSET_MGMT_PLAN,HNW,3071916.64,890855.82,737259.99,1443800.82,0.0,0.0
2025-08,ASSET_MGMT,B006,ASSET_MGMT_PLAN,HNW,2730592.57,791871.84,655342.22,1283378.51,0.0,0.0
2025-08,ASSET_MGMT,B007,ASSET_MGMT_PLAN,HNW,3754564.78,1088823.79,901095.55,1764645.45,0.0,0.0
2025-08,ASSET_MGMT,B008,ASSET_MGMT_PLAN,HNW,2389268.5,692887.86,573424.44,1122956.19,0.0,0.0
2025-08,ASSET_MGMT,B009,ASSET_MGMT_PLAN,HNW,1706620.35,494919.9,409588.89,802111.57,0.0,0.0
2025-08,PROPRIETARY,B001,PROPRIETARY_BOOK,INSTITUTION,25283544.3,2022683.54,2528354.43,20732506.33,0.0,0.0
2025-08,PROPRIETARY,B002,PROPRIETARY_BOOK,INSTITUTION,37082531.64,2966602.53,3708253.16,30407675.95,0.0,0.0
2025-08,PROPRIETARY,B003,PROPRIETARY_BOOK,INSTITUTION,21912405.06,1752992.4,2191240.51,17968172.15,0.0,0.0
2025-08,PROPRIETARY,B004,PROPRIETARY_BOOK,INSTITUTION,16855696.2,1348455.7,1685569.62,13821670.88,0.0,0.0
2025-08,PROPRIETARY,B005,PROPRIETARY_BOOK,INSTITUTION,15170126.58,1213610.13,1517012.66,12439503.8,0.0,0.0
2025-08,PROPRIETARY,B006,PROPRIETARY_BOOK,INSTITUTION,13484556.96,1078764.56,1348455.7,11057336.71,0.0,0.0
2025-08,PROPRIETARY,B007,PROPRIETARY_BOOK,INSTITUTION,18541265.82,1483301.27,1854126.58,15203837.97,0.0,0.0
2025-08,PROPRIETARY,B008,PROPRIETARY_BOOK,INSTITUTION,11798987.34,943918.99,1179898.73,9675169.62,0.0,0.0
2025-08,PROPRIETARY,B009,PROPRIETARY_BOOK,INSTITUTION,8427848.1,674227.85,842784.81,6910835.44,0.0,0.0
2025-08,MARGIN,B001,MARGIN_FINANCING,HNW,26490550.0,4768299.0,4768299.0,16953952.0,331131874999.37,0.0
2025-08,MARGIN,B002,MARGIN_FINANCING,HNW,38852806.67,6993505.2,6993505.2,24865796.27,485660083332.41,0.0
2025-08,MARGIN,B003,MARGIN_FINANCING,HNW,22958476.67,4132525.8,4132525.8,14693425.07,286980958332.79,0.0
2025-08,MARGIN,B004,MARGIN_FINANCING,HNW,17660366.67,3178866.0,3178866.0,11302634.67,220754583332.91,0.0
2025-08,MARGIN,B005,MARGIN_FINANCING,HNW,15894330.0,2860979.4,2860979.4,10172371.2,198679124999.62,0.0
2025-08,MARGIN,B006,MARGIN_FINANCING,HNW,14128293.33,2543092.8,2543092.8,9042107.73,176603666666.33,0.0
2025-08,MARGIN,B007,MARGIN_FINANCING,HNW,19426403.33,3496752.6,3496752.6,12432898.13,242830041666.2,0.0
2025-08,MARGIN,B008,MARGIN_FINANCING,HNW,12362256.67,2225206.2,2225206.2,7911844.27,154528208333.04,0.0
2025-08,MARGIN,B009,MARGIN_FINANCING,HNW,8830183.33,1589433.0,1589433.0,5651317.33,110377291666.46,0.0
2025-08,WEALTH,B001,WEALTH_PRODUCT,HNW,7123883.26,2137164.98,1852209.65,3134508.63,0.0,0.0
2025-08,WEALTH,B002,WEALTH_PRODUCT,HNW,10448362.11,3134508.63,2716574.15,4597279.33,0.0,0.0
2025-08,WEALTH,B003,WEALTH_PRODUCT,HNW,4939225.72,1481767.72,1284198.69,2173259.32,0.0,0.0
2025-08,WEALTH,B004,WEALTH_PRODUCT,HNW,3799404.4,1139821.32,987845.14,1671737.94,0.0,0.0
2025-08,WEALTH,B005,WEALTH_PRODUCT,HNW,4274329.95,1282298.99,1111325.79,1880705.18,0.0,0.0
2025-08,WEALTH,B006,WEALTH_PRODUCT,HNW,3039523.52,911857.06,790276.12,1337390.35,0.0,0.0
2025-08,WEALTH,B007,WEALTH_PRODUCT,HNW,4179344.84,1253803.45,1086629.66,1838911.73,0.0,0.0
2025-08,WEALTH,B008,WEALTH_PRODUCT,HNW,2659583.08,797874.92,691491.6,1170216.56,0.0,0.0
2025-08,WEALTH,B009,WEALTH_PRODUCT,HNW,1899702.2,569910.66,493922.57,835868.97,0.0,0.0
2025-08,HQ,B001,HQ_SERVICE,INSTITUTION,8532000.0,5545800.0,6143040.0,-3156840.0,0.0,0.0
2025-08,HQ,B002,HQ_SERVICE,INSTITUTION,12513600.0,8133840.0,9009792.0,-4630032.0,0.0,0.0
2025-08,HQ,B003,HQ_SERVICE,INSTITUTION,7394400.0,4806360.0,5323968.0,-2735928.0,0.0,0.0
2025-08,HQ,B004,HQ_SERVICE,INSTITUTION,5688000.0,3697200.0,4095360.0,-2104560.0,0.0,0.0
2025-08,HQ,B005,HQ_SERVICE,INSTITUTION,5119200.0,3327480.0,3685824.0,-1894104.0,0.0,0.0
2025-08,HQ,B006,HQ_SERVICE,INSTITUTION,4550400.0,2957760.0,3276288.0,-1683648.0,0.0,0.0
2025-08,HQ,B007,HQ_SERVICE,INSTITUTION,6256800.0,4066920.0,4504896.0,-2315016.0,0.0,0.0
2025-08,HQ,B008,HQ_SERVICE,INSTITUTION,3981600.0,2588040.0,2866752.0,-1473192.0,0.0,0.0
2025-08,HQ,B009,HQ_SERVICE,INSTITUTION,2844000.0,1848600.0,2047680.0,-1052280.0,0.0,0.0
2025-09,BROKERAGE,B001,STOCK,RETAIL,56943728.56,13097057.57,13666494.85,30180176.13,158177023767.73,0.00036
2025-09,BROKERAGE,B002,STOCK,RETAIL,98550612.89,22666640.96,23652147.09,52231824.83,328502042960.83,0.0003
2025-09,BROKERAGE,B003,STOCK,RETAIL,49351231.42,11350783.23,11844295.54,26156152.65,144301846244.25,0.000342
2025-09,BROKERAGE,B004,STOCK,RETAIL,37962485.7,8731371.71,9110996.57,20120117.42,105451349178.49,0.00036
2025-09,BROKERAGE,B005,STOCK,RETAIL,34166237.13,7858234.54,8199896.91,18108105.68,94906214260.64,0.00036
2025-09,BROKERAGE,B006,STOCK,RETAIL,30369988.56,6985097.37,7288797.26,16096093.94,84361079342.79,0.00036
2025-09,BROKERAGE,B007,STOCK,RETAIL,41758734.27,9604508.88,10022096.23,22132129.17,115996484096.34,0.00036
2025-09,BROKERAGE,B008,STOCK,RETAIL,26573739.99,6111960.2,6377697.6,14084082.2,73815944424.94,0.00036
2025-09,BROKERAGE,B009,STOCK,RETAIL,18981242.85,4365685.86,4555498.28,10060058.71,52725674589.24,0.00036
2025-09,IB,B001,IB_PROJECT,INSTITUTION,5541927.35,2105932.39,1219224.02,2216770.94,0.0,0.0
2025-09,IB,B002,IB_PROJECT,INSTITUTION,8128160.12,3088700.84,1788195.23,3251264.05,0.0,0.0
2025-09,IB,B003,IB_PROJECT,INSTITUTION,4803003.71,1825141.41,1056660.82,1921201.48,0.0,0.0
2025-09,IB,B004,IB_PROJECT,INSTITUTION,3694618.24,1403954.93,812816.01,1477847.29,0.0,0.0
2025-09,IB,B005,IB_PROJECT,INSTITUTION,3325156.41,1263559.44,731534.41,1330062.56,0.0,0.0
2025-09,IB,B006,IB_PROJECT,INSTITUTION,2955694.59,1123163.94,650252.81,1182277.84,0.0,0.0
2025-09,IB,B007,IB_PROJECT,INSTITUTION,4064080.06,1544350.42,894097.61,1625632.02,0.0,0.0
2025-09,IB,B008,IB_PROJECT,INSTITUTION,2586232.76,982768.45,568971.21,1034493.11,0.0,0.0
2025-09,IB,B009,IB_PROJECT,INSTITUTION,1847309.12,701977.46,406408.01,738923.65,0.0,0.0
2025-09,ASSET_MGMT,B001,ASSET_MGMT_PLAN,HNW,5832753.11,1691498.4,1399860.75,2741393.96,0.0,0.0
2025-09,ASSET_MGMT,B002,ASSET_MGMT_PLAN,HNW,8554704.56,2480864.32,2053129.09,4020711.14,0.0,0.0
2025-09,ASSET_MGMT,B003,ASSET_MGMT_PLAN,HNW,5055052.7,1465965.28,1213212.65,2375874.77,0.0,0.0
2025-09,ASSET_MGMT,B004,ASSET_MGMT_PLAN,HNW,3888502.07,1127665.6,933240.5,1827595.97,0.0,0.0
2025-09,ASSET_MGMT,B005,ASSET_MGMT_PLAN,HNW,3499651.87,1014899.04,839916.45,1644836.38,0.0,0.0
2025-09,ASSET_MGMT,B006,ASSET_MGMT_PLAN,HNW,3110801.66,902132.48,746592.4,1462076.78,0.0,0.0
2025-09,ASSET_MGMT,B007,ASSET_MGMT_PLAN,HNW,4277352.28,1240432.16,1026564.55,2010355.57,0.0,0.0
2025-09,ASSET_MGMT,B008,ASSET_MGMT_PLAN,HNW,2721951.45,789365.92,653268.35,1279317.18,0.0,0.0
2025-09,ASSET_MGMT,B009,ASSET_MGMT_PLAN,HNW,1944251.04,563832.8,466620.25,913797.99,0.0,0.0
2025-09,PROPRIETARY,B001,PROPRIETARY_BOOK,INSTITUTION,28804037.81,2304323.02,2880403.78,23619311.0,0.0,0.0
2025-09,PROPRIETARY,B002,PROPRIETARY_BOOK,INSTITUTION,42245922.12,3379673.77,4224592.21,34641656.14,0.0,0.0
2025-09,PROPRIETARY,B003,PROPRIETARY_BOOK,INSTITUTION,24963499.44,1997079.95,2496349.94,20470069.54,0.0,0.0
2025-09,PROPRIETARY,B004,PROPRIETARY_BOOK,INSTITUTION,19202691.87,1536215.35,1920269.19,15746207.34,0.0,0.0
2025-09,PROPRIETARY,B005,PROPRIETARY_BOOK,INSTITUTION,17282422.69,1382593.81,1728242.27,14171586.6,0.0,0.0
2025-09,PROPRIETARY,B006,PROPRIETARY_BOOK,INSTITUTION,15362153.5,1228972.28,1536215.35,12596965.87,0.0,0.0
2025-09,PROPRIETARY,B007,PROPRIETARY_BOOK,INSTITUTION,21122961.06,1689836.88,2112296.11,17320828.07,0.0,0.0
2025-09,PROPRIETARY,B008,PROPRIETARY_BOOK,INSTITUTION,13441884.31,1075350.74,1344188.43,11022345.14,0.0,0.0
2025-09,PROPRIETARY,B009,PROPRIETARY_BOOK,INSTITUTION,9601345.94,768107.67,960134.59,7873103.67,0.0,0.0
2025-09,MARGIN,B001,MARGIN_FINANCING,HNW,30179107.59,5432239.37,5432239.37,19314628.86,377238844935.99,0.0
2025-09,MARGIN,B002,MARGIN_FINANCING,HNW,44262691.14,7967284.41,7967284.41,28328122.33,553283639239.45,0.0
2025-09,MARGIN,B003,MARGIN_FINANCING,HNW,26155226.58,4707940.78,4707940.78,16739345.01,326940332277.86,0.0
2025-09,MARGIN,B004,MARGIN_FINANCING,HNW,20119405.06,3621492.91,3621492.91,12876419.24,251492563290.66,0.0
2025-09,MARGIN,B005,MARGIN_FINANCING,HNW,18107464.56,3259343.62,3259343.62,11588777.32,226343306961.59,0.0
2025-09,MARGIN,B006,MARGIN_FINANCING,HNW,16095524.05,2897194.33,2897194.33,10301135.39,201194050632.53,0.0
2025-09,MARGIN,B007,MARGIN_FINANCING,HNW,22131345.57,3983642.2,3983642.2,14164061.16,276641819619.73,0.0
2025-09,MARGIN,B008,MARGIN_FINANCING,HNW,14083583.54,2535045.04,2535045.04,9013493.47,176044794303.46,0.0
2025-09,MARGIN,B009,MARGIN_FINANCING,HNW,10059702.53,1810746.46,1810746.46,6438209.62,125746281645.33,0.0
2025-09,WEALTH,B001,WEALTH_PRODUCT,HNW,8115816.37,2434744.91,2110112.26,3570959.2,0.0,0.0
2025-09,WEALTH,B002,WEALTH_PRODUCT,HNW,11903197.34,3570959.2,3094831.31,5237406.83,0.0,0.0
2025-09,WEALTH,B003,WEALTH_PRODUCT,HNW,5626966.01,1688089.8,1463011.16,2475865.05,0.0,0.0
2025-09,WEALTH,B004,WEALTH_PRODUCT,HNW,4328435.4,1298530.62,1125393.2,1904511.57,0.0,0.0
2025-09,WEALTH,B005,WEALTH_PRODUCT,HNW,4869489.82,1460846.95,1266067.35,2142575.52,0.0,0.0
2025-09,WEALTH,B006,WEALTH_PRODUCT,HNW,3462748.32,1038824.5,900314.56,1523609.26,0.0,0.0
2025-09,WEALTH,B007,WEALTH_PRODUCT,HNW,4761278.94,1428383.68,1237932.52,2094962.73,0.0,0.0
2025-09,WEALTH,B008,WEALTH_PRODUCT,HNW,3029904.78,908971.43,787775.24,1333158.1,0.0,0.0
2025-09,WEALTH,B009,WEALTH_PRODUCT,HNW,2164217.7,649265.31,562696.6,952255.79,0.0,0.0
2025-09,HQ,B001,HQ_SERVICE,INSTITUTION,9720000.0,6318000.0,6998400.0,-3596400.0,0.0,0.0
2025-09,HQ,B002,HQ_SERVICE,INSTITUTION,14256000.0,9266400.0,10264320.0,-5274720.0,0.0,0.0
2025-09,HQ,B003,HQ_SERVICE,INSTITUTION,8424000.0,5475600.0,6065280.0,-3116880.0,0.0,0.0
2025-09,HQ,B004,HQ_SERVICE,INSTITUTION,6480000.0,4212000.0,4665600.0,-2397600.0,0.0,0.0
2025-09,HQ,B005,HQ_SERVICE,INSTITUTION,5832000.0,3790800.0,4199040.0,-2157840.0,0.0,0.0
2025-09,HQ,B006,HQ_SERVICE,INSTITUTION,5184000.0,3369600.0,3732480.0,-1918080.0,0.0,0.0
2025-09,HQ,B007,HQ_SERVICE,INSTITUTION,7128000.0,4633200.0,5132160.0,-2637360.0,0.0,0.0
2025-09,HQ,B008,HQ_SERVICE,INSTITUTION,4536000.0,2948400.0,3265920.0,-1678320.0,0.0,0.0
2025-09,HQ,B009,HQ_SERVICE,INSTITUTION,3240000.0,2106000.0,2332800.0,-1198800.0,0.0,0.0
2025-10,BROKERAGE,B001,STOCK,RETAIL,55678312.37,12806011.84,13362794.97,29509505.55,154661978795.12,0.00036
2025-10,BROKERAGE,B002,STOCK,RETAIL,96360599.27,22162937.83,23126543.82,51071117.61,321201997561.7,0.0003
2025-10,BROKERAGE,B003,STOCK,RETAIL,48254537.38,11098543.6,11581088.97,25574904.81,141095138549.93,0.000342
2025-10,BROKERAGE,B004,STOCK,RETAIL,37118874.91,8537341.23,8908529.98,19673003.7,103107985863.41,0.00036
2025-10,BROKERAGE,B005,STOCK,RETAIL,33406987.42,7683607.11,8017676.98,17705703.33,92797187277.07,0.00036
2025-10,BROKERAGE,B006,STOCK,RETAIL,29695099.93,6829872.98,7126823.98,15738402.96,82486388690.73,0.00036
2025-10,BROKERAGE,B007,STOCK,RETAIL,40830762.4,9391075.35,9799382.98,21640304.07,113418784449.75,0.00036
2025-10,BROKERAGE,B008,STOCK,RETAIL,25983212.44,5976138.86,6235970.99,13771102.59,72175590104.39,0.00036
2025-10,BROKERAGE,B009,STOCK,RETAIL,18559437.46,4268670.61,4454264.99,9836501.85,51553992931.71,0.00036
2025-10,IB,B001,IB_PROJECT,INSTITUTION,5418773.41,2059133.9,1192130.15,2167509.36,0.0,0.0
2025-10,IB,B002,IB_PROJECT,INSTITUTION,7947534.34,3020063.05,1748457.55,3179013.73,0.0,0.0
2025-10,IB,B003,IB_PROJECT,INSTITUTION,4696270.29,1784582.71,1033179.46,1878508.12,0.0,0.0
2025-10,IB,B004,IB_PROJECT,INSTITUTION,3612515.61,1372755.93,794753.43,1445006.24,0.0,0.0
2025-10,IB,B005,IB_PROJECT,INSTITUTION,3251264.05,1235480.34,715278.09,1300505.62,0.0,0.0
2025-10,IB,B006,IB_PROJECT,INSTITUTION,2890012.49,1098204.74,635802.75,1156004.99,0.0,0.0
2025-10,IB,B007,IB_PROJECT,INSTITUTION,3973767.17,1510031.52,874228.78,1589506.87,0.0,0.0
2025-10,IB,B008,IB_PROJECT,INSTITUTION,2528760.93,960929.15,556327.4,1011504.37,0.0,0.0
2025-10,IB,B009,IB_PROJECT,INSTITUTION,1806257.8,686377.97,397376.72,722503.12,0.0,0.0
2025-10,ASSET_MGMT,B001,ASSET_MGMT_PLAN,HNW,5703136.37,1653909.55,1368752.73,2680474.1,0.0,0.0
2025-10,ASSET_MGMT,B002,ASSET_MGMT_PLAN,HNW,8364600.02,2425734.0,2007504.0,3931362.01,0.0,0.0
2025-10,ASSET_MGMT,B003,ASSET_MGMT_PLAN,HNW,4942718.19,1433388.28,1186252.37,2323077.55,0.0,0.0
2025-10,ASSET_MGMT,B004,ASSET_MGMT_PLAN,HNW,3802090.92,1102606.37,912501.82,1786982.73,0.0,0.0
2025-10,ASSET_MGMT,B005,ASSET_MGMT_PLAN,HNW,3421881.82,992345.73,821251.64,1608284.46,0.0,0.0
2025-10,ASSET_MGMT,B006,ASSET_MGMT_PLAN,HNW,3041672.73,882085.09,730001.46,1429586.18,0.0,0.0
2025-10,ASSET_MGMT,B007,ASSET_MGMT_PLAN,HNW,4182300.01,1212867.0,1003752.0,1965681.0,0.0,0.0
2025-10,ASSET_MGMT,B008,ASSET_MGMT_PLAN,HNW,2661463.64,771824.46,638751.27,1250887.91,0.0,0.0
2025-10,ASSET_MGMT,B009,ASSET_MGMT_PLAN,HNW,1901045.46,551303.18,456250.91,893491.37,0.0,0.0
2025-10,PROPRIETARY,B001,PROPRIETARY_BOOK,INSTITUTION,28163948.08,2253115.85,2816394.81,23094437.43,0.0,0.0
2025-10,PROPRIETARY,B002,PROPRIETARY_BOOK,INSTITUTION,41307123.85,3304569.91,4130712.39,33871841.56,0.0,0.0
2025-10,PROPRIETARY,B003,PROPRIETARY_BOOK,INSTITUTION,24408755.0,1952700.4,2440875.5,20015179.1,0.0,0.0
2025-10,PROPRIETARY,B004,PROPRIETARY_BOOK,INSTITUTION,18775965.39,1502077.23,1877596.54,15396291.62,0.0,0.0
2025-10,PROPRIETARY,B005,PROPRIETARY_BOOK,INSTITUTION,16898368.85,1351869.51,1689836.88,13856662.46,0.0,0.0
2025-10,PROPRIETARY,B006,PROPRIETARY_BOOK,INSTITUTION,15020772.31,1201661.78,1502077.23,12317033.29,0.0,0.0
2025-10,PROPRIETARY,B007,PROPRIETARY_BOOK,INSTITUTION,20653561.93,1652284.95,2065356.19,16935920.78,0.0,0.0
2025-10,PROPRIETARY,B008,PROPRIETARY_BOOK,INSTITUTION,13143175.77,1051454.06,1314317.58,10777404.13,0.0,0.0
2025-10,PROPRIETARY,B009,PROPRIETARY_BOOK,INSTITUTION,9387982.69,751038.62,938798.27,7698145.81,0.0,0.0
2025-10,MARGIN,B001,MARGIN_FINANCING,HNW,29508460.76,5311522.94,5311522.94,18885414.89,368855759492.97,0.0
2025-10,MARGIN,B002,MARGIN_FINANCING,HNW,43279075.78,7790233.64,7790233.64,27698608.5,540988447256.35,0.0
2025-10,MARGIN,B003,MARGIN_FINANCING,HNW,25573999.32,4603319.88,4603319.88,16367359.57,319674991560.57,0.0
2025-10,MARGIN,B004,MARGIN_FINANCING,HNW,19672307.17,3541015.29,3541015.29,12590276.59,245903839661.98,0.0
2025-10,MARGIN,B005,MARGIN_FINANCING,HNW,17705076.46,3186913.76,3186913.76,11331248.93,221313455695.78,0.0
2025-10,MARGIN,B006,MARGIN_FINANCING,HNW,15737845.74,2832812.23,2832812.23,10072221.27,196723071729.58,0.0
2025-10,MARGIN,B007,MARGIN_FINANCING,HNW,21639537.89,3895116.82,3895116.82,13849304.25,270494223628.18,0.0
2025-10,MARGIN,B008,MARGIN_FINANCING,HNW,13770615.02,2478710.7,2478710.7,8813193.61,172132687763.38,0.0
2025-10,MARGIN,B009,MARGIN_FINANCING,HNW,9836153.59,1770507.65,1770507.65,6295138.3,122951919830.99,0.0
2025-10,WEALTH,B001,WEALTH_PRODUCT,HNW,7935464.89,2380639.47,2063220.87,3491604.55,0.0,0.0
2025-10,WEALTH,B002,WEALTH_PRODUCT,HNW,11638681.84,3491604.55,3026057.28,5121020.01,0.0,0.0
2025-10,WEALTH,B003,WEALTH_PRODUCT,HNW,5501922.33,1650576.7,1430499.8,2420845.82,0.0,0.0
2025-10,WEALTH,B004,WEALTH_PRODUCT,HNW,4232247.94,1269674.38,1100384.47,1862189.09,0.0,0.0
2025-10,WEALTH,B005,WEALTH_PRODUCT,HNW,4761278.94,1428383.68,1237932.52,2094962.73,0.0,0.0
2025-10,WEALTH,B006,WEALTH_PRODUCT,HNW,3385798.35,1015739.51,880307.57,1489751.28,0.0,0.0
2025-10,WEALTH,B007,WEALTH_PRODUCT,HNW,4655472.74,1396641.82,1210422.91,2048408.0,0.0,0.0
2025-10,WEALTH,B008,WEALTH_PRODUCT,HNW,2962573.56,888772.07,770269.13,1303532.37,0.0,0.0
2025-10,WEALTH,B009,WEALTH_PRODUCT,HNW,2116123.97,634837.19,550192.23,931094.55,0.0,0.0
2025-10,HQ,B001,HQ_SERVICE,INSTITUTION,9504000.0,6177600.0,6842880.0,-3516480.0,0.0,0.0
2025-10,HQ,B002,HQ_SERVICE,INSTITUTION,13939200.0,9060480.0,10036224.0,-5157504.0,0.0,0.0
2025-10,HQ,B003,HQ_SERVICE,INSTITUTION,8236800.0,5353920.0,5930496.0,-3047616.0,0.0,0.0
2025-10,HQ,B004,HQ_SERVICE,INSTITUTION,6336000.0,4118400.0,4561920.0,-2344320.0,0.0,0.0
2025-10,HQ,B005,HQ_SERVICE,INSTITUTION,5702400.0,3706560.0,4105728.0,-2109888.0,0.0,0.0
2025-10,HQ,B006,HQ_SERVICE,INSTITUTION,5068800.0,3294720.0,3649536.0,-1875456.0,0.0,0.0
2025-10,HQ,B007,HQ_SERVICE,INSTITUTION,6969600.0,4530240.0,5018112.0,-2578752.0,0.0,0.0
2025-10,HQ,B008,HQ_SERVICE,INSTITUTION,4435200.0,2882880.0,3193344.0,-1641024.0,0.0,0.0
2025-10,HQ,B009,HQ_SERVICE,INSTITUTION,3168000.0,2059200.0,2280960.0,-1172160.0,0.0,0.0
2025-11,BROKERAGE,B001,STOCK,RETAIL,61372685.22,14115717.6,14729444.45,32527523.17,170479681171.89,0.00036
2025-11,BROKERAGE,B002,STOCK,RETAIL,106215660.56,24429601.93,25491758.53,56294300.1,354052201857.78,0.0003
2025-11,BROKERAGE,B003,STOCK,RETAIL,53189660.53,12233621.92,12765518.53,28190520.08,155525323174.36,0.000342
2025-11,BROKERAGE,B004,STOCK,RETAIL,40915123.48,9410478.4,9819629.64,21685015.45,113653120781.26,0.00036
2025-11,BROKERAGE,B005,STOCK,RETAIL,36823611.13,8469430.56,8837666.67,19516513.9,102287808703.13,0.00036
2025-11,BROKERAGE,B006,STOCK,RETAIL,32732098.79,7528382.72,7855703.71,17348012.36,90922496625.01,0.00036
2025-11,BROKERAGE,B007,STOCK,RETAIL,45006635.83,10351526.24,10801592.6,23853516.99,125018432859.39,0.00036
2025-11,BROKERAGE,B008,STOCK,RETAIL,28640586.44,6587334.88,6873740.74,15179510.81,79557184546.88,0.00036
2025-11,BROKERAGE,B009,STOCK,RETAIL,20457561.74,4705239.2,4909814.82,10842507.72,56826560390.63,0.00036
2025-11,IB,B001,IB_PROJECT,INSTITUTION,5972966.15,2269727.14,1314052.55,2389186.46,0.0,0.0
2025-11,IB,B002,IB_PROJECT,INSTITUTION,8760350.35,3328933.13,1927277.08,3504140.14,0.0,0.0
2025-11,IB,B003,IB_PROJECT,INSTITUTION,5176570.66,1967096.85,1138845.55,2070628.26,0.0,0.0
2025-11,IB,B004,IB_PROJECT,INSTITUTION,3981977.43,1513151.42,876035.03,1592790.97,0.0,0.0
2025-11,IB,B005,IB_PROJECT,INSTITUTION,3583779.69,1361836.28,788431.53,1433511.88,0.0,0.0
2025-11,IB,B006,IB_PROJECT,INSTITUTION,3185581.94,1210521.14,700828.03,1274232.78,0.0,0.0
2025-11,IB,B007,IB_PROJECT,INSTITUTION,4380175.17,1664466.57,963638.54,1752070.07,0.0,0.0
2025-11,IB,B008,IB_PROJECT,INSTITUTION,2787384.2,1059206.0,613224.52,1114953.68,0.0,0.0
2025-11,IB,B009,IB_PROJECT,INSTITUTION,1990988.72,756575.71,438017.52,796395.49,0.0,0.0
